"","i","j","fij"
"48584","Vitoria-Gasteiz","Melun",756198.961580844
"48585","Xixón","Melun",849088.945735389
"48586","Zaragoza","Melun",814364.226059779
"48587","San Francisco","Melun",9189168.99267074
"48588","Athènes","Melun",2066307.63500467
"48589","Messine","Melun",1551945.79314855
"48590","Torino","Melun",543267.524102613
"48591","Panamá","Melun",9275590.90159521
"48592","Amsterdam","Melun",455568.729017508
"48593","Lisbonne","Melun",1447344.87727608
"48594","Bucarest","Melun",1847396.46440332
"48595","Glasgow","Melun",6086867.17000276
"48596","Liverpool","Melun",672055.205983389
"48597","Londres","Melun",386188.678842394
"48598","Manchester","Melun",649724.941373202
"48599","Neuchâtel","Melun",363135.312189164
"48600","Fribourg","Melun",310201.070180564
"48601","Bourg-en-Bresse","Fécamp",535386.477492514
"48602","Château-Thierry","Fécamp",233746.334708657
"48603","Laon","Fécamp",235442.861003178
"48604","Montluçon","Fécamp",414635.091069803
"48605","Vichy","Fécamp",463393.536329395
"48606","Digne-les-Bains","Fécamp",771064.505961256
"48607","Manosque","Fécamp",776409.53673799
"48608","Sisteron","Fécamp",748699.805800875
"48609","Grasse","Fécamp",841787.992538013
"48610","Nice","Fécamp",853816.617418741
"48611","Aubenas","Fécamp",646561.447199934
"48612","Ariège","Fécamp",773861.099955712
"48613","Foix","Fécamp",760611.494382242
"48614","La Bastide-de-Sérou","Fécamp",753865.045914075
"48615","Pailhès","Fécamp",735349.345186872
"48616","Troyes","Fécamp",315545.43305677
"48617","Carcassonne","Fécamp",742766.297637087
"48618","Castans","Fécamp",724021.574330778
"48619","Narbonne","Fécamp",757828.940932646
"48620","Lac de Jouarres","Fécamp",4940462.51035667
"48621","Millau","Fécamp",661267.107669912
"48622","Villefranche de Rouergue","Fécamp",613759.226252074
"48623","Rodez","Fécamp",623450.397960662
"48624","Saverne","Fécamp",521043.810331209
"48625","Strasbourg","Fécamp",553299.445899552
"48626","Aix-en-Provence","Fécamp",793004.602966571
"48627","Arles","Fécamp",749490.15453777
"48628","Aubagne","Fécamp",821020.086670145
"48629","Istres","Fécamp",778097.414197175
"48630","La Ciotat","Fécamp",833894.269318421
"48631","Marseille","Fécamp",813340.232869419
"48632","Martigues","Fécamp",791265.365454107
"48633","Salon de Provence","Fécamp",769274.821276167
"48634","Caen","Fécamp",83681.2147152972
"48635","Aurillac","Fécamp",558826.420740489
"48636","Angoulême","Fécamp",456813.428192347
"48637","Jonzac","Fécamp",483016.151378753
"48638","La Rochelle","Fécamp",415849.703663848
"48639","Marennes","Fécamp",451342.051254712
"48640","Saintes","Fécamp",452557.388075679
"48641","Bourges","Fécamp",333142.1508077
"48642","Tulle","Fécamp",509848.788695441
"48643","Guéret","Fécamp",414205.971693142
"48644","Dijon","Fécamp",438091.879507399
"48645","Guingamp","Fécamp",289477.890106582
"48646","Lannion","Fécamp",301568.755377009
"48647","Saint-Brieuc","Fécamp",267339.064395559
"48648","Niort","Fécamp",386729.922226114
"48649","Bergerac","Fécamp",545014.705356461
"48650","Nontron","Fécamp",470362.299482622
"48651","Besançon","Fécamp",502488.521919815
"48652","Montbéliard","Fécamp",534983.252366881
"48653","Crest","Fécamp",497179.474594634
"48654","Montélimar","Fécamp",665902.286851248
"48655","Nyons","Fécamp",700096.312767773
"48656","Valence","Fécamp",635164.263881257
"48657","Evry","Fécamp",195756.979729124
"48658","Pussay","Fécamp",196198.870023266
"48659","Brest","Fécamp",386275.826332404
"48660","Carhaix-Plouguer","Fécamp",332293.621874819
"48661","Chateaulin","Fécamp",370134.644965205
"48662","Concarneau","Fécamp",378563.508500815
"48663","Morlaix","Fécamp",333534.184985598
"48664","Quimper","Fécamp",382310.203065531
"48665","Alès","Fécamp",686359.442619027
"48666","Bagnols-sur-Cèze","Fécamp",700620.800915714
"48667","Nîmes","Fécamp",724444.795500992
"48668","Uzès","Fécamp",708618.533900832
"48669","Auch","Fécamp",679234.972143454
"48670","L'Isle Jourdain","Fécamp",684730.142677376
"48671","Auros","Fécamp",586104.94704865
"48672","Bazas","Fécamp",593429.426279817
"48673","Bordeaux","Fécamp",551041.792583788
"48674","Gans","Fécamp",590502.067330675
"48675","Libourne","Fécamp",540305.889357597
"48676","Langon","Fécamp",580243.045041732
"48677","Sainte-Foy-la-Grande","Fécamp",546393.184462453
"48678","Pointe-à-Pitre","Fécamp",6831915.13235905
"48679","Guebwiller","Fécamp",542071.198356654
"48680","Mulhouse","Fécamp",558393.593821529
"48681","Cazères","Fécamp",730076.140309689
"48682","Toulouse","Fécamp",688565.0126512
"48683","Saint-Gaudens","Fécamp",739411.355846573
"48684","Le Puy-en-Velay","Fécamp",586582.35765368
"48685","Monistrol-sur-Loire","Fécamp",572446.802495649
"48686","Tarbes","Fécamp",725374.051647144
"48687","Annecy","Fécamp",607719.604721217
"48688","Annemasse","Fécamp",589696.572828853
"48689","Limoges","Fécamp",440945.027398592
"48690","Briançon","Fécamp",717615.15538584
"48691","Embrun","Fécamp",739881.778243812
"48692","Gap","Fécamp",720994.735769662
"48693","Veynes","Fécamp",711937.903193581
"48694","Bagneux","Fécamp",212662.668507788
"48695","Clamart","Fécamp",173849.392933296
"48696","Malakoff","Fécamp",174659.677349014
"48697","Brissac","Fécamp",700674.885781588
"48698","Béziers","Fécamp",745356.410335211
"48699","Ganges","Fécamp",694867.06674287
"48700","Lodève","Fécamp",706241.614749281
"48701","Montpellier","Fécamp",733364.707733883
"48702","Saint Pons de Thomières","Fécamp",719957.34669456
"48703","Lac de Jouarres","Fécamp",4940462.51035667
"48704","Olonzac","Fécamp",741510.478369691
"48705","Saint-Pons-de-Thomières","Fécamp",719957.34669456
"48706","Sète","Fécamp",750439.120469178
"48707","Fougères","Fécamp",194092.841041483
"48708","Rennes","Fécamp",237025.357476408
"48709","Saint-Aubin-du-Cormier","Fécamp",211501.101807942
"48710","Saint-Malo","Fécamp",213673.98929484
"48711","Châteauroux","Fécamp",342551.844465942
"48712","Chinon","Fécamp",288214.506947523
"48713","Tours","Fécamp",264251.974856151
"48714","Bourgoin-Jallieu","Fécamp",591755.185416152
"48715","Grenoble","Fécamp",648290.182015995
"48716","La Côte-Saint-André","Fécamp",557403.086805961
"48717","Lons le Saunier","Fécamp",515322.242388837
"48718","Lons-le-Saunier","Fécamp",515322.242388837
"48719","Saint-Denis de la Réunion","Fécamp",11605679.4182136
"48720","Saint-Leu","Fécamp",11652660.4434297
"48721","Mont-de-Marsan","Fécamp",655255.634764746
"48722","Montbrison","Fécamp",537849.823386596
"48723","Roanne","Fécamp",497326.490807206
"48724","Saint-Étienne","Fécamp",566510.006184479
"48725","Blain","Fécamp",298720.209113682
"48726","Châteaubriant","Fécamp",260643.112456444
"48727","Nantes","Fécamp",316417.726191557
"48728","Saint-Nazaire","Fécamp",335879.343014552
"48729","Blois","Fécamp",251392.750871263
"48730","Montargis","Fécamp",261224.536670997
"48731","Orléans","Fécamp",5499318.10294755
"48732","Figeac","Fécamp",585652.502891427
"48733","Cahors","Fécamp",595275.387086972
"48734","Agen","Fécamp",617638.231132864
"48735","Villeneuve-sur-Lot","Fécamp",595213.731096114
"48736","Florac","Fécamp",651255.079040713
"48737","Angers","Fécamp",262929.077372838
"48738","Saint-Lô","Fécamp",128100.315870366
"48739","Châlons-en-Champagne","Fécamp",303159.929253558
"48740","Reims","Fécamp",270726.488884006
"48741","Fort-de-France","Fécamp",6967473.83722621
"48742","Craon","Fécamp",233609.493490546
"48743","Laval","Fécamp",205552.57259367
"48744","Nancy","Fécamp",439358.506951336
"48745","Lorient","Fécamp",354334.722475344
"48746","Questembert","Fécamp",312444.505052424
"48747","Vannes","Fécamp",328100.166893318
"48748","Metz","Fécamp",426761.060564768
"48749","Nevers","Fécamp",369991.099243057
"48750","Lille","Fécamp",215821.333732077
"48751","Valenciennes","Fécamp",235625.299394452
"48752","Avrechy","Fécamp",152359.904777712
"48753","Beauvais","Fécamp",128729.085794766
"48754","Alençon","Fécamp",148992.25634895
"48755","Paris (Belleville Ménilmontant)","Fécamp",176798.113440429
"48756","Paris (Denfert-Rochereau)","Fécamp",175604.027209238
"48757","Paris (Place des Fêtes)","Fécamp",174259.479432561
"48758","Paris (Menilmontant-Sorbier)","Fécamp",176798.113440429
"48759","Paris (République)","Fécamp",6038832.09588363
"48760","Arras","Fécamp",182248.169576028
"48761","Boulogne-sur-Mer","Fécamp",139398.143273301
"48762","Béthune","Fécamp",183463.65631782
"48763","Calais","Fécamp",170357.529272096
"48764","Saint-Omer","Fécamp",173937.705790324
"48765","Ambert","Fécamp",531407.449485053
"48766","Clermont-Ferrand","Fécamp",486530.237100543
"48767","Accous","Fécamp",757399.253304496
"48768","Bayonne","Fécamp",710261.90447719
"48769","Pau","Fécamp",720275.909872533
"48770","Vallée d'Aspe","Fécamp",5014263.71519733
"48771","Prades","Fécamp",808884.741318104
"48772","Perpignan","Fécamp",808169.083633342
"48773","Lyon","Fécamp",555795.213657422
"48774","Le Mans","Fécamp",195027.549873588
"48775","Chambéry","Fécamp",624375.313743378
"48776","Chalon-sur-Saône","Fécamp",468159.975188416
"48777","Mâcon","Fécamp",507546.60833092
"48778","Fontainebleau","Fécamp",226993.358373518
"48779","Marne la Vallée","Fécamp",250691.292819015
"48780","Melun","Fécamp",214850.231290589
"48781","Fécamp","Fécamp",0
"48782","Le Havre","Fécamp",35136.9209606145
"48783","Rouen","Fécamp",62862.7536795058
"48784","Aubervilliers","Fécamp",173466.445731576
"48785","Clichy","Fécamp",169563.722007647
"48786","Montreuil","Fécamp",126791.510217117
"48787","Noisy-le-Sec","Fécamp",179374.322030031
"48788","Pantin","Fécamp",175789.140604227
"48789","Saint-Denis","Fécamp",170694.430439633
"48790","Saint-Ouen","Fécamp",170726.146593468
"48791","Abbeville","Fécamp",111767.720849655
"48792","Amiens","Fécamp",139140.523314472
"48793","Albi","Fécamp",661685.873205214
"48794","Gaillac","Fécamp",660913.364057205
"48795","Moissac","Fécamp",630392.606710878
"48796","Saint-Antonin-Noble-Val","Fécamp",631551.897777493
"48797","Belfort","Fécamp",532288.45541939
"48798","Créteil","Fécamp",186035.146186199
"48799","Ivry-sur-seine","Fécamp",180292.756412911
"48800","Villejuif","Fécamp",179904.050063045
"48801","Bonneuil-sur-Marne","Fécamp",188727.824338961
"48802","Vitry-sur-Seine","Fécamp",182189.087077427
"48803","Cergy","Fécamp",144032.870171009
"48804","Draguignan","Fécamp",832764.097299103
"48805","Toulon","Fécamp",851013.170628771
"48806","Avignon","Fécamp",728115.773497179
"48807","La Roche-sur-Yon","Fécamp",368305.459026672
"48808","Les Sables d'Olonne","Fécamp",396345.807864325
"48809","Poitiers","Fécamp",353187.292859753
"48810","Plombières-les-Bains","Fécamp",488575.908921066
"48811","Épinal","Fécamp",478286.035552318
"48812","Auxerre","Fécamp",321271.914639351
"48813","Sens","Fécamp",274565.325037687
"48814","Tonnerre","Fécamp",338384.967437938
"48815","Élancourt","Fécamp",158922.548747875
"48816","La Verrière","Fécamp",166286.020093999
"48817","Mantes la Jolie","Fécamp",129518.098082378
"48818","Rambouillet","Fécamp",162857.928081893
"48819","Saint-Quentin-en-Yvelines","Fécamp",174143.715484742
"48820","Leipzig","Fécamp",869414.681667277
"48821","München","Fécamp",839179.861651975
"48822","Berlin","Fécamp",962157.970465007
"48823","Bruxelles","Fécamp",308479.799165208
"48824","Charleroi","Fécamp",300423.670816233
"48825","Gent","Fécamp",278758.113246959
"48826","Liège","Fécamp",384419.725948916
"48827","Louvain-la-Neuve","Fécamp",319330.925460474
"48828","Namur","Fécamp",331088.933321729
"48829","Tournai","Fécamp",235207.174770505
"48830","Rio de Janeiro","Fécamp",11359543.7072779
"48831","Montréal","Fécamp",5367619.73678147
"48832","Trois-Rivières","Fécamp",6866604.17196068
"48833","A Coruña","Fécamp",976172.911362366
"48834","Alcalá de Guadaíra","Fécamp",1470228.05729762
"48835","Avilés","Fécamp",840150.996603214
"48836","Barcelone","Fécamp",941395.23353288
"48837","Bilbao","Fécamp",764837.204995631
"48838","Dos Hermanas","Fécamp",1478730.30832892
"48839","Elche","Fécamp",1281866.19220838
"48840","Granada","Fécamp",9035702.67034977
"48841","Huesca","Fécamp",848924.934485952
"48842","La Rioja","Fécamp",854217.968230178
"48843","Lugo","Fécamp",965353.592260665
"48844","Madrid","Fécamp",1086664.41521445
"48845","Málaga","Fécamp",1503032.97696563
"48846","Murcia","Fécamp",1315099.52781737
"48847","Salamanca","Fécamp",1085065.83055344
"48848","Segovia","Fécamp",1040136.57607208
"48849","Sevilla","Fécamp",1469279.489735
"48850","Tarragona","Fécamp",962905.728517953
"48851","Valladolid","Fécamp",984055.110482672
"48852","València","Fécamp",1145792.7911507
"48853","Santiago de Compostela","Fécamp",1026049.93638408
"48854","Vitoria-Gasteiz","Fécamp",802857.182439487
"48855","Xixón","Fécamp",830015.032227249
"48856","Zaragoza","Fécamp",906134.860860538
"48857","San Francisco","Fécamp",8974320.31655968
"48858","Athènes","Fécamp",2275973.50914528
"48859","Messine","Fécamp",1766519.07939608
"48860","Torino","Fécamp",757844.257619484
"48861","Panamá","Fécamp",9101905.39735286
"48862","Amsterdam","Fécamp",431171.303570581
"48863","Lisbonne","Fécamp",1442734.14079881
"48864","Bucarest","Fécamp",2028519.80350144
"48865","Glasgow","Fécamp",5878843.38029039
"48866","Liverpool","Fécamp",469177.573333152
"48867","Londres","Fécamp",198184.982155265
"48868","Manchester","Fécamp",453465.597482591
"48869","Neuchâtel","Fécamp",574434.058108462
"48870","Fribourg","Fécamp",484599.303525278
"48871","Bourg-en-Bresse","Le Havre",529002.604751575
"48872","Château-Thierry","Le Havre",245000.931310852
"48873","Laon","Le Havre",254513.107017539
"48874","Montluçon","Le Havre",397058.262062129
"48875","Vichy","Le Havre",449042.099576526
"48876","Digne-les-Bains","Le Havre",760265.290900088
"48877","Manosque","Le Havre",763624.772165619
"48878","Sisteron","Le Havre",737336.382929965
"48879","Grasse","Le Havre",831740.9481608
"48880","Nice","Le Havre",844781.725235349
"48881","Aubenas","Le Havre",631335.274951542
"48882","Ariège","Le Havre",747652.65761785
"48883","Foix","Le Havre",734464.78187447
"48884","La Bastide-de-Sérou","Le Havre",727282.622996115
"48885","Pailhès","Le Havre",713990.784114102
"48886","Troyes","Le Havre",319785.551311227
"48887","Carcassonne","Le Havre",718750.718844228
"48888","Castans","Le Havre",700562.36761668
"48889","Narbonne","Le Havre",735638.725615359
"48890","Lac de Jouarres","Le Havre",4933781.77787591
"48891","Millau","Le Havre",640486.099104883
"48892","Villefranche de Rouergue","Le Havre",589835.553104236
"48893","Rodez","Le Havre",601335.324090113
"48894","Saverne","Le Havre",535985.18405579
"48895","Strasbourg","Le Havre",567650.170686557
"48896","Aix-en-Provence","Le Havre",778542.113907473
"48897","Arles","Le Havre",732909.269898921
"48898","Aubagne","Le Havre",806405.150940076
"48899","Istres","Le Havre",762260.024339983
"48900","La Ciotat","Le Havre",819141.921968146
"48901","Marseille","Le Havre",798167.425379149
"48902","Martigues","Le Havre",775406.334325756
"48903","Salon de Provence","Le Havre",754024.664738324
"48904","Caen","Le Havre",48994.1104578373
"48905","Aurillac","Le Havre",537104.016428157
"48906","Angoulême","Le Havre",427172.178158976
"48907","Jonzac","Le Havre",451669.645747228
"48908","La Rochelle","Le Havre",382375.665577666
"48909","Marennes","Le Havre",418195.824271145
"48910","Saintes","Le Havre",420558.811879019
"48911","Bourges","Le Havre",317514.809628727
"48912","Tulle","Le Havre",486007.044264479
"48913","Guéret","Le Havre",392341.715836082
"48914","Dijon","Le Havre",437619.85711918
"48915","Guingamp","Le Havre",259824.077819379
"48916","Lannion","Le Havre",273829.346410063
"48917","Saint-Brieuc","Le Havre",236439.084002467
"48918","Niort","Le Havre",354862.478583828
"48919","Bergerac","Le Havre",516382.987342664
"48920","Nontron","Le Havre",442470.197566204
